Director,Title,Score,Gross,Movie_Likes,id
Russell Mulcahy,Highlander ,7.2,5900000,0,root RussellMulcahy Highlander 
Russell Holt,The Work and the Glory ,6.9,3347439,31,root RussellHolt TheWorkandtheGlory 
Russell Crowe,The Water Diviner ,7.1,4190530,18000,root RussellCrowe TheWaterDiviner 
Russ Meyer,Beyond the Valley of the Dolls ,6.2,9000000,0,root RussMeyer BeyondtheValleyoftheDolls 
Rupert Wyatt,The Gambler ,6,67262442,0,root RupertWyatt TheGambler 
Rupert Wyatt,Rise of the Planet of the Apes ,7.6,176740650,47000,root RupertWyatt RiseofthePlanetoftheApes 
Rupert Wainwright,Stigmata ,6.2,50041732,0,root RupertWainwright Stigmata 
Rupert Sanders,Snow White and the Huntsman ,6.1,155111815,53000,root RupertSanders SnowWhiteandtheHuntsman 
Ruggero Deodato,The Barbarians ,4.8,800000,550,root RuggeroDeodato TheBarbarians 
Ruben Fleischer,Zombieland ,7.7,75590286,26000,root RubenFleischer Zombieland 
Ruben Fleischer,Gangster Squad ,6.7,45996718,40000,root RubenFleischer GangsterSquad 
Ruben Fleischer,30 Minutes or Less ,6.1,37053924,0,root RubenFleischer 30MinutesorLess 
Ruba Nadda,Inescapable ,5.2,4063,657,root RubaNadda Inescapable 
Ruairi Robinson,The Last Days on Mars ,5.5,23838,0,root RuairiRobinson TheLastDaysonMars 
Rowdy Herrington,Road House ,6.5,30050028,0,root RowdyHerrington RoadHouse 
Rowdy Herrington,Bobby Jones: Stroke of Genius ,6.7,2694071,352,root RowdyHerrington BobbyJones:StrokeofGenius 
Rowan Joffe,Before I Go to Sleep ,6.3,2963012,11000,root RowanJoffe BeforeIGotoSleep 
Ronny Yu,Warriors of Virtue ,4.6,6448817,0,root RonnyYu WarriorsofVirtue 
Ronny Yu,Freddy vs. Jason ,5.8,82163317,3000,root RonnyYu Freddyvs.Jason 
Ronny Yu,Formula 51 ,6.3,5204007,0,root RonnyYu Formula51 
Ronny Yu,Bride of Chucky ,5.3,32368960,0,root RonnyYu BrideofChucky 
Ronan Chapalain,Sea Rex 3D: Journey to a Prehistoric World ,6.9,4074023,89,root RonanChapalain SeaRex3D:JourneytoaPrehistoricWorld 
Ron Underwood,Tremors ,7.1,16667084,11000,root RonUnderwood Tremors 
Ron Underwood,The Adventures of Pluto Nash ,3.8,4411102,416,root RonUnderwood TheAdventuresofPlutoNash 
Ron Underwood,Mighty Joe Young ,5.6,50628009,0,root RonUnderwood MightyJoeYoung 
Ron Shelton,Tin Cup ,6.3,53854588,1000,root RonShelton TinCup 
Ron Shelton,Play It to the Bone ,5.4,8427204,153,root RonShelton PlayIttotheBone 
Ron Shelton,Hollywood Homicide ,5.3,30013346,648,root RonShelton HollywoodHomicide 
Ron Shelton,Dark Blue ,6.6,9059588,455,root RonShelton DarkBlue 
Ron Maxwell,Gods and Generals ,6.3,12870569,953,root RonMaxwell GodsandGenerals 
Ron Maxwell,Gettysburg ,7.7,10769960,0,root RonMaxwell Gettysburg 
Ron Howard,The Dilemma ,5.3,48430355,0,root RonHoward TheDilemma 
Ron Howard,The Da Vinci Code ,6.6,217536138,0,root RonHoward TheDaVinciCode 
Ron Howard,Splash ,6.2,69800000,0,root RonHoward Splash 
Ron Howard,Rush ,8.1,26903709,83000,root RonHoward Rush 
Ron Howard,Ransom ,6.6,136448821,1000,root RonHoward Ransom 
Ron Howard,In the Heart of the Sea ,7,24985612,27000,root RonHoward IntheHeartoftheSea 
Ron Howard,How the Grinch Stole Christmas ,6,260031035,0,root RonHoward HowtheGrinchStoleChristmas 
Ron Howard,Frost/Nixon ,7.7,18593156,0,root RonHoward Frost/Nixon 
Ron Howard,Edtv ,6.1,22362500,641,root RonHoward Edtv 
Ron Howard,Cinderella Man ,8,61644321,0,root RonHoward CinderellaMan 
Ron Howard,Apollo 13 ,7.6,172071312,5000,root RonHoward Apollo13 
Ron Howard,Angels & Demons ,6.7,133375846,0,root RonHoward Angels&Demons 
Ron Howard,A Beautiful Mind ,8.2,170708996,29000,root RonHoward ABeautifulMind 
Ron Fricke,Samsara ,8.5,2601847,26000,root RonFricke Samsara 
Ron Clements,Treasure Planet ,7.1,38120554,0,root RonClements TreasurePlanet 
Ron Clements,The Princess and the Frog ,7.1,104374107,5000,root RonClements ThePrincessandtheFrog 
Ron Clements,Aladdin ,8,217350219,0,root RonClements Aladdin 
Romesh Sharma,Dil Jo Bhi Kahey... ,5.1,129319,9,root RomeshSharma DilJoBhiKahey... 
Roman Polanski,The Pianist ,8.5,32519322,21000,root RomanPolanski ThePianist 
Roman Polanski,The Ninth Gate ,6.7,18653746,0,root RomanPolanski TheNinthGate 
Roman Polanski,The Ghost Writer ,7.2,15523168,15000,root RomanPolanski TheGhostWriter 
Roman Polanski,Oliver Twist ,6.9,1987287,0,root RomanPolanski OliverTwist 
Roland Joffé,There Be Dragons ,5.9,1068392,2000,root RolandJoffé ThereBeDragons 
Roland Joffé,The Scarlet Letter ,5.1,10400000,943,root RolandJoffé TheScarletLetter 
Roland Emmerich,White House Down ,6.4,73103784,33000,root RolandEmmerich WhiteHouseDown 
Roland Emmerich,The Patriot ,7.1,113330342,4000,root RolandEmmerich ThePatriot 
Roland Emmerich,The Day After Tomorrow ,6.4,186739919,19000,root RolandEmmerich TheDayAfterTomorrow 
Roland Emmerich,Stonewall ,4.5,186354,0,root RolandEmmerich Stonewall 
Roland Emmerich,Independence Day: Resurgence ,5.5,102315545,67000,root RolandEmmerich IndependenceDay:Resurgence 
Roland Emmerich,Independence Day ,6.9,306124059,16000,root RolandEmmerich IndependenceDay 
Roland Emmerich,Anonymous ,6.9,4463292,15000,root RolandEmmerich Anonymous 
Roland Emmerich,2012 ,5.8,166112167,13000,root RolandEmmerich 2012 
Rohit Jagessar,Guiana 1838 ,7.4,227241,32,root RohitJagessar Guiana1838 
Rohan Sippy,Dum Maaro Dum ,6.2,563699,421,root RohanSippy DumMaaroDum 
Roger Spottiswoode,Tomorrow Never Dies ,6.5,125332007,0,root RogerSpottiswoode TomorrowNeverDies 
Roger Spottiswoode,The Children of Huang Shi ,7.1,1027749,1000,root RogerSpottiswoode TheChildrenofHuangShi 
Roger Spottiswoode,The 6th Day ,5.9,34543701,0,root RogerSpottiswoode The6thDay 
Roger Nygard,Trekkies ,7,617172,672,root RogerNygard Trekkies 
Roger Michell,Notting Hill ,7,116006080,11000,root RogerMichell NottingHill 
Roger Michell,Morning Glory ,6.5,30993544,0,root RogerMichell MorningGlory 
Roger Michell,Changing Lanes ,6.5,66790248,0,root RogerMichell ChangingLanes 
Roger Kumble,The Sweetest Thing ,5.1,24430272,0,root RogerKumble TheSweetestThing 
Roger Kumble,Furry Vengeance ,3.8,17596256,0,root RogerKumble FurryVengeance 
Roger Kumble,Cruel Intentions ,6.9,38201895,0,root RogerKumble CruelIntentions 
Roger Donaldson,Thirteen Days ,7.3,34566746,0,root RogerDonaldson ThirteenDays 
Roger Donaldson,The World's Fastest Indian ,7.9,5128124,11000,root RogerDonaldson TheWorld'sFastestIndian 
Roger Donaldson,The November Man ,6.3,24984868,0,root RogerDonaldson TheNovemberMan 
Roger Donaldson,The Bounty ,7,8600000,1000,root RogerDonaldson TheBounty 
Roger Donaldson,The Bank Job ,7.3,30028592,0,root RogerDonaldson TheBankJob 
Roger Donaldson,Species ,5.8,60054449,0,root RogerDonaldson Species 
Roger Donaldson,Dante's Peak ,5.8,67155742,0,root RogerDonaldson Dante'sPeak 
Roger Christian,Battlefield Earth ,2.4,21471685,0,root RogerChristian BattlefieldEarth 
Roger Avary,The Rules of Attraction ,6.7,6525762,0,root RogerAvary TheRulesofAttraction 
Roger Avary,Killing Zoe ,6.5,418953,853,root RogerAvary KillingZoe 
Roger Allers,The Lion King ,8.5,422783777,17000,root RogerAllers TheLionKing 
Roger Allers,Open Season ,6.2,84303558,863,root RogerAllers OpenSeason 
Rodrigo García,Mother and Child ,7.2,1110286,0,root RodrigoGarcía MotherandChild 
Rodrigo García,Albert Nobbs ,6.7,3014541,0,root RodrigoGarcía AlbertNobbs 
Rodrigo Cortés,Buried ,7,1028658,24000,root RodrigoCortés Buried 
Rodman Flender,Idle Hands ,6.2,4002955,0,root RodmanFlender IdleHands 
Rod Lurie,The Last Castle ,6.9,18208078,0,root RodLurie TheLastCastle 
Rod Lurie,The Contender ,7,17804273,1000,root RodLurie TheContender 
Rod Lurie,Straw Dogs ,5.8,10324441,7000,root RodLurie StrawDogs 
Rod Lurie,Resurrecting the Champ ,6.8,3169424,689,root RodLurie ResurrectingtheChamp 
Rod Lurie,Deterrence ,6.5,144583,130,root RodLurie Deterrence 
Robinson Devor,The Woman Chaser ,7.3,110720,73,root RobinsonDevor TheWomanChaser 
Robin Budd,Return to Never Land ,5.8,48423368,302,root RobinBudd ReturntoNeverLand 
Robert Zemeckis,What Lies Beneath ,6.6,155370362,0,root RobertZemeckis WhatLiesBeneath 
Robert Zemeckis,The Walk ,7.4,10137502,24000,root RobertZemeckis TheWalk 
Robert Zemeckis,The Polar Express ,6.6,665426,10000,root RobertZemeckis ThePolarExpress 
Robert Zemeckis,Forrest Gump ,8.8,329691196,59000,root RobertZemeckis ForrestGump 
Robert Zemeckis,Flight ,7.3,93749203,64000,root RobertZemeckis Flight 
Robert Zemeckis,Death Becomes Her ,6.4,58422650,8000,root RobertZemeckis DeathBecomesHer 
Robert Zemeckis,Contact ,7.4,100853835,15000,root RobertZemeckis Contact 
Robert Zemeckis,Cast Away ,7.7,233630478,23000,root RobertZemeckis CastAway 
Robert Zemeckis,Beowulf ,6.3,82161969,3000,root RobertZemeckis Beowulf 
Robert Zemeckis,Back to the Future Part III ,7.4,87666629,0,root RobertZemeckis BacktotheFuturePartIII 
Robert Zemeckis,Back to the Future Part II ,7.8,118500000,12000,root RobertZemeckis BacktotheFuturePartII 
Robert Zemeckis,Back to the Future ,8.5,210609762,39000,root RobertZemeckis BacktotheFuture 
Robert Zemeckis,A Christmas Carol ,6.8,137850096,0,root RobertZemeckis AChristmasCarol 
Robert Wise,The Sound of Music ,8,163214286,15000,root RobertWise TheSoundofMusic 
Robert Wise,Star Trek: The Motion Picture ,6.4,82300000,0,root RobertWise StarTrek:TheMotionPicture 
Robert Townsend,Hollywood Shuffle ,7,5228617,471,root RobertTownsend HollywoodShuffle 
Robert Towne,Without Limits ,7.2,777423,942,root RobertTowne WithoutLimits 
Robert Stromberg,Maleficent ,7,241407328,89000,root RobertStromberg Maleficent 
Robert Stevenson,Mary Poppins ,7.8,102300000,0,root RobertStevenson MaryPoppins 
Robert Schwentke,The Time Traveler's Wife ,7.1,63411478,13000,root RobertSchwentke TheTimeTraveler'sWife 
Robert Schwentke,RED ,7.1,90356857,32000,root RobertSchwentke RED 
Robert Schwentke,R.I.P.D. ,5.6,33592415,20000,root RobertSchwentke R.I.P.D. 
Robert Schwentke,Insurgent ,6.3,129995817,27000,root RobertSchwentke Insurgent 
Robert Schwentke,Flightplan ,6.2,89706988,0,root RobertSchwentke Flightplan 
Robert Schwentke,Allegiant ,5.8,66002193,12000,root RobertSchwentke Allegiant 
Robert Sarkies,Out of the Blue ,7.3,728,285,root RobertSarkies OutoftheBlue 
Robert Rodriguez,The Faculty ,6.4,40064955,0,root RobertRodriguez TheFaculty 
Robert Rodriguez,The Adventures of Sharkboy and Lavagirl 3-D ,3.5,39177541,0,root RobertRodriguez TheAdventuresofSharkboyandLavagirl3-D 
Robert Rodriguez,Spy Kids: All the Time in the World in 4D ,3.6,38536376,0,root RobertRodriguez SpyKids:AlltheTimeintheWorldin4D 
Robert Rodriguez,Spy Kids 3-D: Game Over ,4.1,111760631,681,root RobertRodriguez SpyKids3-D:GameOver 
Robert Rodriguez,Spy Kids 2: Island of Lost Dreams ,5.1,85570368,478,root RobertRodriguez SpyKids2:IslandofLostDreams 
Robert Rodriguez,Spy Kids ,5.4,112692062,0,root RobertRodriguez SpyKids 
Robert Rodriguez,Shorts ,4.9,20916309,431,root RobertRodriguez Shorts 
Robert Rodriguez,Once Upon a Time in Mexico ,6.4,55845943,0,root RobertRodriguez OnceUponaTimeinMexico 
Robert Rodriguez,Machete Kills ,5.6,7268659,48000,root RobertRodriguez MacheteKills 
Robert Rodriguez,Grindhouse ,7.6,25031037,0,root RobertRodriguez Grindhouse 
Robert Rodriguez,From Dusk Till Dawn ,7.3,25753840,12000,root RobertRodriguez FromDuskTillDawn 
Robert Rodriguez,El Mariachi ,6.9,2040920,0,root RobertRodriguez ElMariachi 
Robert Rodriguez,Desperado ,7.2,25625110,0,root RobertRodriguez Desperado 
Robert Redford,The Legend of Bagger Vance ,6.7,30695227,0,root RobertRedford TheLegendofBaggerVance 
Robert Redford,The Horse Whisperer ,6.5,75370763,0,root RobertRedford TheHorseWhisperer 
Robert Redford,The Conspirator ,7,11538204,0,root RobertRedford TheConspirator 
Robert Redford,Ordinary People ,7.8,54800000,0,root RobertRedford OrdinaryPeople 
Robert Redford,Lions for Lambs ,6.2,14998070,0,root RobertRedford LionsforLambs 
Robert Moresco,10th & Wolf ,6.4,53481,294,root RobertMoresco 10th&Wolf 
Robert Marcarelli,The Omega Code ,3.5,12610552,129,root RobertMarcarelli TheOmegaCode 
Robert Luketic,Win a Date with Tad Hamilton! ,5.6,16964743,876,root RobertLuketic WinaDatewithTadHamilton! 
Robert Luketic,The Ugly Truth ,6.5,88915214,9000,root RobertLuketic TheUglyTruth 
Robert Luketic,Monster-in-Law ,5.5,82931301,0,root RobertLuketic Monster-in-Law 
Robert Luketic,Legally Blonde ,6.2,95001351,0,root RobertLuketic LegallyBlonde 
Robert Luketic,Killers ,5.4,47000485,0,root RobertLuketic Killers 
Robert Luketic,21 ,6.8,81159365,0,root RobertLuketic 21 
Robert Lorenz,Trouble with the Curve ,6.8,35754555,11000,root RobertLorenz TroublewiththeCurve 
Robert Lee King,Psycho Beach Party ,6.3,265107,614,root RobertLeeKing PsychoBeachParty 
Robert Kenner,"Food, Inc. ",7.9,4417124,37000,"root RobertKenner Food,Inc. "
Robert Iscove,She's All That ,5.8,63319509,0,root RobertIscove She'sAllThat 
Robert Iscove,From Justin to Kelly ,2.1,4922166,0,root RobertIscove FromJustintoKelly 
Robert Iscove,Boys and Girls ,5.3,20627372,487,root RobertIscove BoysandGirls 
Robert Harmon,They ,4.8,12693621,814,root RobertHarmon They 
Robert Harmon,Nowhere to Run ,5.5,22189039,466,root RobertHarmon NowheretoRun 
Robert Fontaine,Mi America ,7.2,3330,305,root RobertFontaine MiAmerica 
Robert Eggers,The Witch ,6.8,25138292,43000,root RobertEggers TheWitch 
Robert Duvall,The Apostle ,7.2,20733485,1000,root RobertDuvall TheApostle 
Robert Cary,Ira & Abby ,6.5,220234,360,root RobertCary Ira&Abby 
Robert Butler,Turbulence ,4.7,11466088,316,root RobertButler Turbulence 
Robert Ben Garant,Reno 911!: Miami ,5.9,20339754,441,root RobertBenGarant Reno911!:Miami 
Robert B. Weide,How to Lose Friends & Alienate People ,6.5,2775593,0,root RobertB.Weide HowtoLoseFriends&AlienatePeople 
Robert Altman,Kansas City ,6.3,1292527,228,root RobertAltman KansasCity 
Robert Altman,Gosford Park ,7.3,41300105,0,root RobertAltman GosfordPark 
Robert Altman,A Prairie Home Companion ,6.8,20338609,683,root RobertAltman APrairieHomeCompanion 
Robby Henson,Thr3e ,5.1,978908,250,root RobbyHenson Thr3e 
Rob Zombie,The Lords of Salem ,5.1,1163508,15000,root RobZombie TheLordsofSalem 
Rob Zombie,The Devil's Rejects ,6.9,16901126,0,root RobZombie TheDevil'sRejects 
Rob Zombie,House of 1000 Corpses ,6,12583510,0,root RobZombie Houseof1000Corpses 
Rob Zombie,Halloween II ,4.9,66772256,6000,root RobZombie HalloweenII 
Rob Schmidt,Wrong Turn ,6.1,15417771,0,root RobSchmidt WrongTurn 
Rob Reiner,When Harry Met Sally... ,7.6,92823600,0,root RobReiner WhenHarryMetSally... 
Rob Reiner,The Story of Us ,5.9,27067160,0,root RobReiner TheStoryofUs 
Rob Reiner,The Princess Bride ,8.1,30857814,33000,root RobReiner ThePrincessBride 
Rob Reiner,The Bucket List ,7.4,93452056,22000,root RobReiner TheBucketList 
Rob Reiner,The American President ,6.8,65000000,0,root RobReiner TheAmericanPresident 
Rob Reiner,Stand by Me ,8.1,52287414,24000,root RobReiner StandbyMe 
Rob Reiner,Ghosts of Mississippi ,6.7,13052741,591,root RobReiner GhostsofMississippi 
Rob Reiner,Flipped ,7.7,1752214,14000,root RobReiner Flipped 
Rob Reiner,And So It Goes ,5.7,15155772,3000,root RobReiner AndSoItGoes 
Rob Reiner,Alex & Emma ,5.6,14208384,625,root RobReiner Alex&Emma 
Rob Reiner,A Few Good Men ,7.6,141340178,0,root RobReiner AFewGoodMen 
Rob Pritts,Corky Romano ,4.6,23978402,365,root RobPritts CorkyRomano 
Rob Minkoff,The Haunted Mansion ,4.9,75817994,988,root RobMinkoff TheHauntedMansion 
Rob Minkoff,The Forbidden Kingdom ,6.6,25040293,0,root RobMinkoff TheForbiddenKingdom 
Rob Minkoff,Stuart Little 2 ,5.4,64736114,459,root RobMinkoff StuartLittle2 
Rob Minkoff,Stuart Little ,5.9,140015224,0,root RobMinkoff StuartLittle 
Rob Minkoff,Mr. Peabody & Sherman ,6.9,111505642,11000,root RobMinkoff Mr.Peabody&Sherman 
Rob McKittrick,Waiting... ,6.8,16101109,0,root RobMcKittrick Waiting... 
Rob Marshall,Pirates of the Caribbean: On Stranger Tides ,6.7,241063875,58000,root RobMarshall PiratesoftheCaribbean:OnStrangerTides 
Rob Marshall,Nine ,5.8,19673424,0,root RobMarshall Nine 
Rob Marshall,Memoirs of a Geisha ,7.3,57010853,0,root RobMarshall MemoirsofaGeisha 
Rob Marshall,Into the Woods ,6,127997349,90000,root RobMarshall IntotheWoods 
Rob Marshall,Chicago ,7.2,170684505,0,root RobMarshall Chicago 
Rob Letterman,Monsters vs. Aliens ,6.5,198332128,0,root RobLetterman Monstersvs.Aliens 
Rob Letterman,Gulliver's Travels ,4.9,42776259,0,root RobLetterman Gulliver'sTravels 
Rob Letterman,Goosebumps ,6.4,160043480,70000,root RobLetterman Goosebumps 
Rob Hedden,Friday the 13th Part VIII: Jason Takes Manhattan ,4.5,14343976,1000,root RobHedden Fridaythe13thPartVIII:JasonTakesManhattan 
Rob Cohen,xXx ,5.8,141204016,10000,root RobCohen xXx 
Rob Cohen,The Skulls ,5.6,35007180,0,root RobCohen TheSkulls 
Rob Cohen,The Mummy: Tomb of the Dragon Emperor ,5.2,102176165,0,root RobCohen TheMummy:TomboftheDragonEmperor 
Rob Cohen,The Fast and the Furious ,6.7,433536930,42000,root RobCohen TheFastandtheFurious 
Rob Cohen,The Boy Next Door ,4.6,35385560,8000,root RobCohen TheBoyNextDoor 
Rob Cohen,Stealth ,5,31704416,0,root RobCohen Stealth 
Rob Cohen,DragonHeart ,6.4,51317350,0,root RobCohen DragonHeart 
Rob Cohen,Daylight ,5.8,32885565,0,root RobCohen Daylight 
Rob Cohen,Alex Cross ,5.1,25863915,11000,root RobCohen AlexCross 
Rob Bowman,The X Files ,7,83892374,0,root RobBowman TheXFiles 
Rob Bowman,Reign of Fire ,6.2,43060566,0,root RobBowman ReignofFire 
Rob Bowman,Elektra ,4.8,24407944,0,root RobBowman Elektra 
Rob Bowman,Airborne ,6.2,2850263,0,root RobBowman Airborne 
Ritesh Batra,The Lunchbox ,7.8,4231500,16000,root RiteshBatra TheLunchbox 
Risa Bramon Garcia,200 Cigarettes ,5.9,6851636,0,root RisaBramonGarcia 200Cigarettes 
Ringo Lam,Maximum Risk ,5.4,14095303,503,root RingoLam MaximumRisk 
Ridley Scott,White Squall ,6.6,10300000,911,root RidleyScott WhiteSquall 
Ridley Scott,The Martian ,8.1,228430993,153000,root RidleyScott TheMartian 
Ridley Scott,The Counselor ,5.3,16969390,24000,root RidleyScott TheCounselor 
Ridley Scott,Robin Hood ,6.7,105219735,17000,root RidleyScott RobinHood 
Ridley Scott,Prometheus ,7,126464904,97000,root RidleyScott Prometheus 
Ridley Scott,Kingdom of Heaven ,7.2,47396698,0,root RidleyScott KingdomofHeaven 
Ridley Scott,Gladiator ,8.5,187670866,21000,root RidleyScott Gladiator 
Ridley Scott,G.I. Jane ,5.8,48154732,2000,root RidleyScott G.I.Jane 
Ridley Scott,Exodus: Gods and Kings ,6.1,130014090,102000,root RidleyScott Exodus:GodsandKings 
Ridley Scott,Body of Lies ,7.1,39380442,0,root RidleyScott BodyofLies 
Ridley Scott,Blade Runner ,8.2,27000000,34000,root RidleyScott BladeRunner 
Ridley Scott,Black Rain ,6.6,45645204,0,root RidleyScott BlackRain 
Ridley Scott,Black Hawk Down ,7.7,108638745,10000,root RidleyScott BlackHawkDown 
Ridley Scott,American Gangster ,7.8,130127620,0,root RidleyScott AmericanGangster 
Ridley Scott,Alien ,8.5,78900000,23000,root RidleyScott Alien 
Ridley Scott,A Good Year ,6.9,7458269,9000,root RidleyScott AGoodYear 
Ricky Gervais,The Invention of Lying ,6.4,18439082,13000,root RickyGervais TheInventionofLying 
Ricki Stern,The Trials of Darryl Hunt ,7.7,1111,246,root RickiStern TheTrialsofDarrylHunt 
Rick Rosenthal,Halloween: Resurrection ,4.1,30259652,0,root RickRosenthal Halloween:Resurrection 
Rick Friedberg,Spy Hard ,5.3,26906039,588,root RickFriedberg SpyHard 
Rick Famuyiwa,The Wood ,6.9,25047631,990,root RickFamuyiwa TheWood 
Rick Famuyiwa,Our Family Wedding ,4.9,20246959,1000,root RickFamuyiwa OurFamilyWedding 
Rick Famuyiwa,Dope ,7.3,17474107,23000,root RickFamuyiwa Dope 
Rick Famuyiwa,Brown Sugar ,6.5,27362712,0,root RickFamuyiwa BrownSugar 
Rick de Oliveira,The Real Cancun ,2.7,3713002,131,root RickdeOliveira TheRealCancun 
Rick Bieber,The 5th Quarter ,5.7,399611,0,root RickBieber The5thQuarter 
Richard Williams,The Princess and the Cobbler ,7.2,669276,408,root RichardWilliams ThePrincessandtheCobbler 
Richard Shepard,The Matador ,6.8,12570442,808,root RichardShepard TheMatador 
Richard Shepard,The Hunting Party ,6.9,876671,0,root RichardShepard TheHuntingParty 
Richard Shepard,Dom Hemingway ,6.2,518134,0,root RichardShepard DomHemingway 
Richard Raymond,Desert Dancer ,6,143653,0,root RichardRaymond DesertDancer 
Richard Montoya,Water & Power ,6.3,79043,358,root RichardMontoya Water&Power 
Richard Marquand,Star Wars: Episode VI - Return of the Jedi ,8.4,309125409,14000,root RichardMarquand StarWars:EpisodeVI-ReturnoftheJedi 
Richard Loncraine,Wimbledon ,6.3,16831505,0,root RichardLoncraine Wimbledon 
Richard Loncraine,Richard III ,7.5,2600000,0,root RichardLoncraine RichardIII 
Richard Loncraine,Firewall ,5.8,48745150,773,root RichardLoncraine Firewall 
Richard Linklater,The Newton Boys ,6,10297897,315,root RichardLinklater TheNewtonBoys 
Richard Linklater,Slacker ,7.1,1227508,2000,root RichardLinklater Slacker 
Richard Linklater,School of Rock ,7.1,81257845,0,root RichardLinklater SchoolofRock 
Richard Linklater,Me and Orson Welles ,6.8,1186957,0,root RichardLinklater MeandOrsonWelles 
Richard Linklater,Dazed and Confused ,7.7,7993039,10000,root RichardLinklater DazedandConfused 
Richard Linklater,Boyhood ,8,25359200,92000,root RichardLinklater Boyhood 
Richard Linklater,Bernie ,6.8,9203192,15000,root RichardLinklater Bernie 
Richard Linklater,Before Sunset ,8,5792822,13000,root RichardLinklater BeforeSunset 
Richard Linklater,Before Sunrise ,8.1,5400000,22000,root RichardLinklater BeforeSunrise 
Richard Linklater,Before Midnight ,7.9,8114507,62000,root RichardLinklater BeforeMidnight 
Richard Linklater,A Scanner Darkly ,7.1,5480996,0,root RichardLinklater AScannerDarkly 
Richard Lester,Superman III ,4.9,60000000,0,root RichardLester SupermanIII 
Richard Lester,Superman II ,6.8,108200000,0,root RichardLester SupermanII 
Richard Lester,A Hard Day's Night ,7.7,515005,0,root RichardLester AHardDay'sNight 
Richard LaGravenese,The Last Five Years ,5.9,137945,0,root RichardLaGravenese TheLastFiveYears 
Richard LaGravenese,P.S. I Love You ,7.1,53680848,20000,root RichardLaGravenese P.S.ILoveYou 
Richard LaGravenese,Living Out Loud ,6.6,12902790,242,root RichardLaGravenese LivingOutLoud 
Richard LaGravenese,Freedom Writers ,7.5,36581633,10000,root RichardLaGravenese FreedomWriters 
Richard LaGravenese,Beautiful Creatures ,6.2,19445217,14000,root RichardLaGravenese BeautifulCreatures 
Richard Kwietniowski,Owning Mahowny ,7.2,1011054,0,root RichardKwietniowski OwningMahowny 
Richard Kwietniowski,Love and Death on Long Island ,7.1,2542264,61,root RichardKwietniowski LoveandDeathonLongIsland 
Richard Kelly,The Box ,5.6,15045676,0,root RichardKelly TheBox 
Richard Kelly,Southland Tales ,5.5,273420,0,root RichardKelly SouthlandTales 
Richard Kelly,Donnie Darko ,8.1,727883,33000,root RichardKelly DonnieDarko 
Richard J. Lewis,Barney's Version ,7.3,7501404,0,root RichardJ.Lewis Barney'sVersion 
Richard Glatzer,Still Alice ,7.5,18656400,45000,root RichardGlatzer StillAlice 
Richard Glatzer,Quinceañera ,7.1,1689999,426,root RichardGlatzer Quinceañera 
Richard Fleischer,Tora! Tora! Tora! ,7.5,14500000,0,root RichardFleischer Tora!Tora!Tora! 
Richard Fleischer,Conan the Destroyer ,5.8,26400000,2000,root RichardFleischer ConantheDestroyer 
Richard Eyre,Notes on a Scandal ,7.4,17508670,0,root RichardEyre NotesonaScandal 
Richard Eyre,Iris ,7.1,1292119,0,root RichardEyre Iris 
Richard E. Grant,Wah-Wah ,6.9,233103,311,root RichardE.Grant Wah-Wah 
Richard Dutcher,Brigham City ,7.2,798341,100,root RichardDutcher BrighamCity 
Richard Donner,Timeline ,5.6,19480739,0,root RichardDonner Timeline 
Richard Donner,Superman ,7.3,134218018,0,root RichardDonner Superman 
Richard Donner,Scrooged ,7,60328558,11000,root RichardDonner Scrooged 
Richard Donner,Radio Flyer ,6.9,4651977,892,root RichardDonner RadioFlyer 
Richard Donner,Lethal Weapon 4 ,6.6,129734803,0,root RichardDonner LethalWeapon4 
Richard Donner,Lethal Weapon 3 ,6.7,144731527,0,root RichardDonner LethalWeapon3 
Richard Donner,Conspiracy Theory ,6.7,76081498,0,root RichardDonner ConspiracyTheory 
Richard Donner,Assassins ,6.3,30306268,0,root RichardDonner Assassins 
Richard Donner,16 Blocks ,6.6,36883539,0,root RichardDonner 16Blocks 
Richard Curtis,Pirate Radio ,7.4,7994115,21000,root RichardCurtis PirateRadio 
Richard Curtis,Love Actually ,7.7,59365105,52000,root RichardCurtis LoveActually 
Richard Curtis,About Time ,7.8,15294553,105000,root RichardCurtis AboutTime 
Richard Benjamin,My Stepmother Is an Alien ,5.2,13854000,818,root RichardBenjamin MyStepmotherIsanAlien 
Richard Benjamin,Mrs. Winterbourne ,6.2,10070000,491,root RichardBenjamin Mrs.Winterbourne 
Richard Benjamin,Marci X ,2.8,1646664,241,root RichardBenjamin MarciX 
Richard Ayoade,Submarine ,7.3,466702,17000,root RichardAyoade Submarine 
Richard Attenborough,Shadowlands ,7.4,25842000,2000,root RichardAttenborough Shadowlands 
Richard Attenborough,Cry Freedom ,7.5,5899797,0,root RichardAttenborough CryFreedom 
Richard Attenborough,A Bridge Too Far ,7.4,50800000,0,root RichardAttenborough ABridgeTooFar 
Rich Moore,Wreck-It Ralph ,7.8,189412677,40000,root RichMoore Wreck-ItRalph 
Rich Cowan,The Basket ,6.5,609042,117,root RichCowan TheBasket 
Rich Christiano,Time Changer ,5.6,15278,409,root RichChristiano TimeChanger 
Ric Roman Waugh,Snitch ,6.5,85838192,24000,root RicRomanWaugh Snitch 
Rian Johnson,The Brothers Bloom ,6.9,3519627,0,root RianJohnson TheBrothersBloom 
