Actor,Title,Score,Actor_Likes,Gross,Movie_Likes,idOld,id
Tony Alva,Dogtown and Z-Boys ,7.7,22,1293295,0,TonyAlva DogtownandZ-Boys ,root TonyAlva DogtownandZ-Boys 
Toni Servillo,The Great Beauty ,7.7,211,2835886,29000,ToniServillo TheGreatBeauty ,root ToniServillo TheGreatBeauty 
Tommy Sheppard,The Other Dream Team ,8.4,14,133778,0,TommySheppard TheOtherDreamTeam ,root TommySheppard TheOtherDreamTeam 
Tommy Pallotta,Slacker ,7.1,5,1227508,2000,TommyPallotta Slacker ,root TommyPallotta Slacker 
Tom Wilkinson,Unfinished Business ,5.4,1000,10214013,0,TomWilkinson UnfinishedBusiness ,root TomWilkinson UnfinishedBusiness 
Tom Wilkinson,The Ghost and the Darkness ,6.8,1000,38553833,0,TomWilkinson TheGhostandtheDarkness ,root TomWilkinson TheGhostandtheDarkness 
Tom Wilkinson,The Full Monty ,7.2,2000,91714906,0,TomWilkinson TheFullMonty ,root TomWilkinson TheFullMonty 
Tom Wilkinson,The Exorcism of Emily Rose ,6.7,1000,75072454,0,TomWilkinson TheExorcismofEmilyRose ,root TomWilkinson TheExorcismofEmilyRose 
Tom Wilkinson,The Debt ,6.9,1000,31146570,0,TomWilkinson TheDebt ,root TomWilkinson TheDebt 
Tom Wilkinson,The Best Exotic Marigold Hotel ,7.3,1000,46377022,48000,TomWilkinson TheBestExoticMarigoldHotel ,root TomWilkinson TheBestExoticMarigoldHotel 
Tom Wilkinson,Shakespeare in Love ,7.2,1000,100241322,0,TomWilkinson ShakespeareinLove ,root TomWilkinson ShakespeareinLove 
Tom Wilkinson,Oscar and Lucinda ,6.7,1000,1508689,329,TomWilkinson OscarandLucinda ,root TomWilkinson OscarandLucinda 
Tom Wilkinson,Michael Clayton ,7.3,1000,49024969,0,TomWilkinson MichaelClayton ,root TomWilkinson MichaelClayton 
Tom Wilkinson,Little Boy ,7.4,1000,6420319,15000,TomWilkinson LittleBoy ,root TomWilkinson LittleBoy 
Tom Wilkinson,In the Bedroom ,7.5,1000,35918429,951,TomWilkinson IntheBedroom ,root TomWilkinson IntheBedroom 
Tom Wilkinson,Black Knight ,4.8,1000,33422806,0,TomWilkinson BlackKnight ,root TomWilkinson BlackKnight 
Tom Welling,Cheaper by the Dozen ,5.8,3000,138614544,0,TomWelling CheaperbytheDozen ,root TomWelling CheaperbytheDozen 
Tom Skerritt,Whiteout ,5.5,1000,10268846,0,TomSkerritt Whiteout ,root TomSkerritt Whiteout 
Tom Skerritt,Texas Rangers ,5.2,1000,623374,474,TomSkerritt TexasRangers ,root TomSkerritt TexasRangers 
Tom Skerritt,Redemption Road ,5.9,1000,27012,279,TomSkerritt RedemptionRoad ,root TomSkerritt RedemptionRoad 
Tom Skerritt,Poltergeist III ,4.5,1000,14114488,616,TomSkerritt PoltergeistIII ,root TomSkerritt PoltergeistIII 
Tom Skerritt,Alien ,8.5,1000,78900000,23000,TomSkerritt Alien ,root TomSkerritt Alien 
Tom Selleck,Killers ,5.4,19000,47000485,0,TomSelleck Killers ,root TomSelleck Killers 
Tom Selleck,In & Out ,6.3,19000,63826569,0,TomSelleck In&Out ,root TomSelleck In&Out 
Tom Selleck,3 Men and a Baby ,5.9,19000,167780960,3000,TomSelleck 3MenandaBaby ,root TomSelleck 3MenandaBaby 
Tom Hughes,About Time ,7.8,565,15294553,105000,TomHughes AboutTime ,root TomHughes AboutTime 
Tom Hardy,Warrior ,8.2,27000,13651662,77000,TomHardy Warrior ,root TomHardy Warrior 
Tom Hardy,This Means War ,6.3,27000,54758461,18000,TomHardy ThisMeansWar ,root TomHardy ThisMeansWar 
Tom Hardy,The Dark Knight Rises ,8.5,27000,448130642,164000,TomHardy TheDarkKnightRises ,root TomHardy TheDarkKnightRises 
Tom Hardy,Star Trek: Nemesis ,6.4,27000,43119879,0,TomHardy StarTrek:Nemesis ,root TomHardy StarTrek:Nemesis 
Tom Hardy,RocknRolla ,7.3,27000,5694401,12000,TomHardy RocknRolla ,root TomHardy RocknRolla 
Tom Hardy,Mad Max: Fury Road ,8.1,27000,153629485,191000,TomHardy MadMax:FuryRoad ,root TomHardy MadMax:FuryRoad 
Tom Hardy,Legend ,7,27000,1865774,43000,TomHardy Legend ,root TomHardy Legend 
Tom Hardy,Layer Cake ,7.4,27000,2338695,0,TomHardy LayerCake ,root TomHardy LayerCake 
Tom Hardy,Child 44 ,6.4,27000,1206135,18000,TomHardy Child44 ,root TomHardy Child44 
Tom Hardy,Bronson ,7.1,27000,104792,22000,TomHardy Bronson ,root TomHardy Bronson 
Tom Hanks,You've Got Mail ,6.5,15000,115731542,0,TomHanks You'veGotMail ,root TomHanks You'veGotMail 
Tom Hanks,Toy Story 3 ,8.3,15000,414984497,30000,TomHanks ToyStory3 ,root TomHanks ToyStory3 
Tom Hanks,Toy Story 2 ,7.9,15000,245823397,0,TomHanks ToyStory2 ,root TomHanks ToyStory2 
Tom Hanks,Toy Story ,8.3,15000,191796233,0,TomHanks ToyStory ,root TomHanks ToyStory 
Tom Hanks,The Terminal ,7.3,15000,77032279,16000,TomHanks TheTerminal ,root TomHanks TheTerminal 
Tom Hanks,The Polar Express ,6.6,15000,665426,10000,TomHanks ThePolarExpress ,root TomHanks ThePolarExpress 
Tom Hanks,The Green Mile ,8.5,15000,136801374,30000,TomHanks TheGreenMile ,root TomHanks TheGreenMile 
Tom Hanks,The Da Vinci Code ,6.6,15000,217536138,0,TomHanks TheDaVinciCode ,root TomHanks TheDaVinciCode 
Tom Hanks,That Thing You Do! ,6.9,15000,25809813,0,TomHanks ThatThingYouDo! ,root TomHanks ThatThingYouDo! 
Tom Hanks,Splash ,6.2,15000,69800000,0,TomHanks Splash ,root TomHanks Splash 
Tom Hanks,Saving Private Ryan ,8.6,15000,216119491,22000,TomHanks SavingPrivateRyan ,root TomHanks SavingPrivateRyan 
Tom Hanks,Saving Mr. Banks ,7.5,15000,83299761,39000,TomHanks SavingMr.Banks ,root TomHanks SavingMr.Banks 
Tom Hanks,Road to Perdition ,7.7,15000,104054514,0,TomHanks RoadtoPerdition ,root TomHanks RoadtoPerdition 
Tom Hanks,Larry Crowne ,6.1,15000,35565975,0,TomHanks LarryCrowne ,root TomHanks LarryCrowne 
Tom Hanks,Forrest Gump ,8.8,15000,329691196,59000,TomHanks ForrestGump ,root TomHanks ForrestGump 
Tom Hanks,Extremely Loud & Incredibly Close ,6.9,15000,31836745,39000,TomHanks ExtremelyLoud&IncrediblyClose ,root TomHanks ExtremelyLoud&IncrediblyClose 
Tom Hanks,Cloud Atlas ,7.5,15000,27098580,124000,TomHanks CloudAtlas ,root TomHanks CloudAtlas 
Tom Hanks,Cast Away ,7.7,15000,233630478,23000,TomHanks CastAway ,root TomHanks CastAway 
Tom Hanks,Captain Phillips ,7.9,15000,107100855,65000,TomHanks CaptainPhillips ,root TomHanks CaptainPhillips 
Tom Hanks,Bridge of Spies ,7.6,15000,72306065,55000,TomHanks BridgeofSpies ,root TomHanks BridgeofSpies 
Tom Hanks,Big ,7.3,15000,114968774,0,TomHanks Big ,root TomHanks Big 
Tom Hanks,Apollo 13 ,7.6,15000,172071312,5000,TomHanks Apollo13 ,root TomHanks Apollo13 
Tom Hanks,Angels & Demons ,6.7,15000,133375846,0,TomHanks Angels&Demons ,root TomHanks Angels&Demons 
Tom Hanks,A League of Their Own ,7.2,15000,107458785,0,TomHanks ALeagueofTheirOwn ,root TomHanks ALeagueofTheirOwn 
Tom Everett Scott,Tanner Hall ,5.9,433,5005,448,TomEverettScott TannerHall ,root TomEverettScott TannerHall 
Tom Cullen,Weekend ,7.7,507,469947,0,TomCullen Weekend ,root TomCullen Weekend 
Tom Cullen,Desert Dancer ,6,507,143653,0,TomCullen DesertDancer ,root TomCullen DesertDancer 
Tom Cruise,War of the Worlds ,6.5,10000,234277056,0,TomCruise WaroftheWorlds ,root TomCruise WaroftheWorlds 
Tom Cruise,Vanilla Sky ,6.9,10000,100614858,0,TomCruise VanillaSky ,root TomCruise VanillaSky 
Tom Cruise,Valkyrie ,7.1,10000,83077470,0,TomCruise Valkyrie ,root TomCruise Valkyrie 
Tom Cruise,Top Gun ,6.9,10000,176781728,19000,TomCruise TopGun ,root TomCruise TopGun 
Tom Cruise,The Outsiders ,7.2,10000,25600000,10000,TomCruise TheOutsiders ,root TomCruise TheOutsiders 
Tom Cruise,The Last Samurai ,7.7,10000,111110575,0,TomCruise TheLastSamurai ,root TomCruise TheLastSamurai 
Tom Cruise,The Firm ,6.8,10000,158348400,0,TomCruise TheFirm ,root TomCruise TheFirm 
Tom Cruise,The Color of Money ,7,10000,52293982,0,TomCruise TheColorofMoney ,root TomCruise TheColorofMoney 
Tom Cruise,Rain Man ,8,10000,172825435,12000,TomCruise RainMan ,root TomCruise RainMan 
Tom Cruise,Mission: Impossible II ,6.1,10000,215397307,0,TomCruise Mission:ImpossibleII ,root TomCruise Mission:ImpossibleII 
Tom Cruise,Mission: Impossible - Rogue Nation ,7.4,10000,195000874,47000,TomCruise Mission:Impossible-RogueNation ,root TomCruise Mission:Impossible-RogueNation 
Tom Cruise,Mission: Impossible - Ghost Protocol ,7.4,10000,209364921,35000,TomCruise Mission:Impossible-GhostProtocol ,root TomCruise Mission:Impossible-GhostProtocol 
Tom Cruise,Mission: Impossible ,7.1,10000,180965237,0,TomCruise Mission:Impossible ,root TomCruise Mission:Impossible 
Tom Cruise,Minority Report ,7.7,10000,132014112,0,TomCruise MinorityReport ,root TomCruise MinorityReport 
Tom Cruise,Knight and Day ,6.3,10000,76418654,11000,TomCruise KnightandDay ,root TomCruise KnightandDay 
Tom Cruise,Jerry Maguire ,7.3,10000,153620822,0,TomCruise JerryMaguire ,root TomCruise JerryMaguire 
Tom Cruise,Jack Reacher ,7,20000,160067286,76000,TomCruise JackReacher ,root TomCruise JackReacher 
Tom Cruise,Eyes Wide Shut ,7.3,10000,55637680,10000,TomCruise EyesWideShut ,root TomCruise EyesWideShut 
Tom Cruise,Edge of Tomorrow ,7.9,10000,100189501,77000,TomCruise EdgeofTomorrow ,root TomCruise EdgeofTomorrow 
Tom Cruise,Days of Thunder ,5.9,10000,82670733,0,TomCruise DaysofThunder ,root TomCruise DaysofThunder 
Tom Cruise,Collateral ,7.6,10000,100003492,0,TomCruise Collateral ,root TomCruise Collateral 
Tom Cruise,Born on the Fourth of July ,7.2,10000,70001698,4000,TomCruise BornontheFourthofJuly ,root TomCruise BornontheFourthofJuly 
Tom Cruise,A Few Good Men ,7.6,10000,141340178,0,TomCruise AFewGoodMen ,root TomCruise AFewGoodMen 
Tom Burke,Chéri ,6.2,201,2708188,0,TomBurke Chéri ,root TomBurke Chéri 
Tom Berenger,One Man's Hero ,6.2,854,229311,271,TomBerenger OneMan'sHero ,root TomBerenger OneMan'sHero 
Tom Berenger,Gettysburg ,7.7,854,10769960,0,TomBerenger Gettysburg ,root TomBerenger Gettysburg 
Tom Atkins,Halloween III: Season of the Witch ,4.6,381,14400000,0,TomAtkins HalloweenIII:SeasonoftheWitch ,root TomAtkins HalloweenIII:SeasonoftheWitch 
Todd Stashwick,"You, Me and Dupree ",5.6,277,75604320,0,"ToddStashwick You,MeandDupree ","root ToddStashwick You,MeandDupree "
Todd Giebenhain,Gigli ,2.4,117,5660084,2000,ToddGiebenhain Gigli ,root ToddGiebenhain Gigli 
Toby Stephens,Die Another Day ,6.1,769,160201106,0,TobyStephens DieAnotherDay ,root TobyStephens DieAnotherDay 
Toby Stephens,13 Hours ,7.4,769,52822418,44000,TobyStephens 13Hours ,root TobyStephens 13Hours 
Toby Jones,W. ,6.4,2000,25517500,0,TobyJones W. ,root TobyJones W. 
Toby Jones,The Painted Veil ,7.5,2000,8047690,0,TobyJones ThePaintedVeil ,root TobyJones ThePaintedVeil 
Toby Jones,The Mist ,7.2,2000,25592632,20000,TobyJones TheMist ,root TobyJones TheMist 
Toby Jones,The Adventures of Tintin ,7.4,2000,77564037,44000,TobyJones TheAdventuresofTintin ,root TobyJones TheAdventuresofTintin 
Toby Jones,Infamous ,7.1,2000,1150403,0,TobyJones Infamous ,root TobyJones Infamous 
Toby Jones,Frost/Nixon ,7.7,2000,18593156,0,TobyJones Frost/Nixon ,root TobyJones Frost/Nixon 
Tisha Campbell-Martin,School Daze ,5.8,413,14545844,624,TishaCampbell-Martin SchoolDaze ,root TishaCampbell-Martin SchoolDaze 
Tippi Hedren,Roar ,6.4,634,2000000,0,TippiHedren Roar ,root TippiHedren Roar 
Tina Turner,Mad Max Beyond Thunderdome ,6.2,794,36200000,0,TinaTurner MadMaxBeyondThunderdome ,root TinaTurner MadMaxBeyondThunderdome 
Tina Fey,This Is Where I Leave You ,6.6,2000,34290142,14000,TinaFey ThisIsWhereILeaveYou ,root TinaFey ThisIsWhereILeaveYou 
Tina Fey,Mean Girls ,7,2000,86049418,0,TinaFey MeanGirls ,root TinaFey MeanGirls 
Tina Fey,Baby Mama ,6,2000,60269340,0,TinaFey BabyMama ,root TinaFey BabyMama 
Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,6.9,2000,5518918,307,TinaFey AquaTeenHungerForceColonMovieFilmforTheaters ,root TinaFey AquaTeenHungerForceColonMovieFilmforTheaters 
Tina Fey,Admission ,5.7,2000,18004225,5000,TinaFey Admission ,root TinaFey Admission 
Tina Desai,The Second Best Exotic Marigold Hotel ,6.6,220,33071558,21000,TinaDesai TheSecondBestExoticMarigoldHotel ,root TinaDesai TheSecondBestExoticMarigoldHotel 
Tim Meadows,Walk Hard: The Dewey Cox Story ,6.7,553,18317151,0,TimMeadows WalkHard:TheDeweyCoxStory ,root TimMeadows WalkHard:TheDeweyCoxStory 
Tim Holmes,Oz the Great and Powerful ,6.4,88000,469806152,120000,TimHolmes OztheGreatandPowerful ,root TimHolmes OztheGreatandPowerful 
Tim Conway,The SpongeBob Movie: Sponge Out of Water ,6,870,162495848,16000,TimConway TheSpongeBobMovie:SpongeOutofWater ,root TimConway TheSpongeBobMovie:SpongeOutofWater 
Tim Blake Nelson,Holes ,7.1,596,67325559,0,TimBlakeNelson Holes ,root TimBlakeNelson Holes 
Tim Blake Nelson,Fantastic Four ,4.3,1192,112228442,82000,TimBlakeNelson FantasticFour ,root TimBlakeNelson FantasticFour 
Tim Blake Nelson,Come Early Morning ,6.2,596,117560,224,TimBlakeNelson ComeEarlyMorning ,root TimBlakeNelson ComeEarlyMorning 
Tika Sumpter,Get on Up ,6.9,521,30513940,11000,TikaSumpter GetonUp ,root TikaSumpter GetonUp 
Tiffany Helm,Friday the 13th: A New Beginning ,4.7,42,21300000,1000,TiffanyHelm Fridaythe13th:ANewBeginning ,root TiffanyHelm Fridaythe13th:ANewBeginning 
Tiago Riani,The Longest Ride ,7.1,989,37432299,23000,TiagoRiani TheLongestRide ,root TiagoRiani TheLongestRide 
Tia Carrere,Wayne's World ,7,1000,121697350,0,TiaCarrere Wayne'sWorld ,root TiaCarrere Wayne'sWorld 
Tia Carrere,Lilo & Stitch ,7.2,1000,145771527,0,TiaCarrere Lilo&Stitch ,root TiaCarrere Lilo&Stitch 
Tia Carrere,20 Dates ,5.3,1000,536767,30,TiaCarrere 20Dates ,root TiaCarrere 20Dates 
Thomas McDonell,Fun Size ,5.4,962,9402410,0,ThomasMcDonell FunSize ,root ThomasMcDonell FunSize 
Thomas Lennon,A Guy Thing ,5.6,651,15408822,401,ThomasLennon AGuyThing ,root ThomasLennon AGuyThing 
Thomas Kretschmann,Transsiberian ,6.7,918,2203641,0,ThomasKretschmann Transsiberian ,root ThomasKretschmann Transsiberian 
Thomas Kretschmann,Downfall ,8.3,918,5501940,14000,ThomasKretschmann Downfall ,root ThomasKretschmann Downfall 
Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,3.1,690,15655665,110,ThomasF.Wilson LarrytheCableGuy:HealthInspector ,root ThomasF.Wilson LarrytheCableGuy:HealthInspector 
Thomas F. Wilson,April Fool's Day ,6.2,690,12947763,0,ThomasF.Wilson AprilFool'sDay ,root ThomasF.Wilson AprilFool'sDay 
Thomas Bo Larsen,The Hunt ,8.3,74,610968,60000,ThomasBoLarsen TheHunt ,root ThomasBoLarsen TheHunt 
Theo James,Underworld: Awakening ,6.4,5000,62321039,24000,TheoJames Underworld:Awakening ,root TheoJames Underworld:Awakening 
The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,7.2,66,381225,30,TheDalaiLama ShortCuttoNirvana:KumbhMela ,root TheDalaiLama ShortCuttoNirvana:KumbhMela 
Terry Pheto,Tsotsi ,7.3,113,2912363,0,TerryPheto Tsotsi ,root TerryPheto Tsotsi 
Terry Pheto,Mandela: Long Walk to Freedom ,7.1,113,8324748,13000,TerryPheto Mandela:LongWalktoFreedom ,root TerryPheto Mandela:LongWalktoFreedom 
Terry Kiser,From a Whisper to a Scream ,5.9,448,1400000,241,TerryKiser FromaWhispertoaScream ,root TerryKiser FromaWhispertoaScream 
Terry Funk,Beyond the Mat ,7.6,54,2047570,491,TerryFunk BeyondtheMat ,root TerryFunk BeyondtheMat 
Teo Halm,Earth to Echo ,5.8,803,38916903,0,TeoHalm EarthtoEcho ,root TeoHalm EarthtoEcho 
Tenzin Thuthob Tsarong,Kundun ,7,2,5532301,0,TenzinThuthobTsarong Kundun ,root TenzinThuthobTsarong Kundun 
Temple Grandin,The Horse Boy ,7.4,58,155984,0,TempleGrandin TheHorseBoy ,root TempleGrandin TheHorseBoy 
Telly Savalas,On Her Majesty's Secret Service ,6.8,803,22800000,0,TellySavalas OnHerMajesty'sSecretService ,root TellySavalas OnHerMajesty'sSecretService 
Ted Raimi,My Name Is Bruce ,6.3,634,173066,0,TedRaimi MyNameIsBruce ,root TedRaimi MyNameIsBruce 
Ted Raimi,Evil Dead II ,7.8,634,5923044,0,TedRaimi EvilDeadII ,root TedRaimi EvilDeadII 
Ted Danson,Big Miracle ,6.5,875,20113965,0,TedDanson BigMiracle ,root TedDanson BigMiracle 
Taylor Negron,Vamps ,5.1,1000,2964,0,TaylorNegron Vamps ,root TaylorNegron Vamps 
Taylor Negron,The Flintstones in Viva Rock Vegas ,3.6,1000,35231365,500,TaylorNegron TheFlintstonesinVivaRockVegas ,root TaylorNegron TheFlintstonesinVivaRockVegas 
Taylor Negron,Chairman of the Board ,2.3,1000,306715,724,TaylorNegron ChairmanoftheBoard ,root TaylorNegron ChairmanoftheBoard 
Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D ,3.5,12000,39177541,0,TaylorLautner TheAdventuresofSharkboyandLavagirl3-D ,root TaylorLautner TheAdventuresofSharkboyandLavagirl3-D 
Taylor Lautner,Cheaper by the Dozen 2 ,5.4,12000,82569532,781,TaylorLautner CheaperbytheDozen2 ,root TaylorLautner CheaperbytheDozen2 
Taylor Cole,12 Rounds ,5.6,969,12232937,0,TaylorCole 12Rounds ,root TaylorCole 12Rounds 
Tatyana Ali,Locker 13 ,4.8,685,2468,261,TatyanaAli Locker13 ,root TatyanaAli Locker13 
Tatsuo Matsumura,Madadayo ,7.5,15,48856,355,TatsuoMatsumura Madadayo ,root TatsuoMatsumura Madadayo 
Tate Donovan,Shooter ,7.2,650,46975183,0,TateDonovan Shooter ,root TateDonovan Shooter 
Tasha Smith,The Longshots ,5.1,721,11508423,376,TashaSmith TheLongshots ,root TashaSmith TheLongshots 
Taran Killam,Just Married ,5.4,500,56127162,0,TaranKillam JustMarried ,root TaranKillam JustMarried 
Tammin Sursok,Aquamarine ,5.3,836,18595716,0,TamminSursok Aquamarine ,root TamminSursok Aquamarine 
Tamannaah Bhatia,Baahubali: The Beginning ,8.4,218,6498000,21000,TamannaahBhatia Baahubali:TheBeginning ,root TamannaahBhatia Baahubali:TheBeginning 
Talulah Riley,Pride & Prejudice ,7.8,422,38372662,17000,TalulahRiley Pride&Prejudice ,root TalulahRiley Pride&Prejudice 
Talisa Soto,Ballistic: Ecks vs. Sever ,3.6,349,14294842,391,TalisaSoto Ballistic:Ecksvs.Sever ,root TalisaSoto Ballistic:Ecksvs.Sever 
Takeshi Kaneshiro,Red Cliff ,7.4,755,626809,0,TakeshiKaneshiro RedCliff ,root TakeshiKaneshiro RedCliff 
Takeshi Kaneshiro,House of Flying Daggers ,7.6,755,11041228,0,TakeshiKaneshiro HouseofFlyingDaggers ,root TakeshiKaneshiro HouseofFlyingDaggers 
Takashi Shimura,Seven Samurai ,8.7,304,269061,11000,TakashiShimura SevenSamurai ,root TakashiShimura SevenSamurai 
Tadanobu Asano,Mongol: The Rise of Genghis Khan ,7.3,627,5701643,0,TadanobuAsano Mongol:TheRiseofGenghisKhan ,root TadanobuAsano Mongol:TheRiseofGenghisKhan 
T.I.,ATL ,6,680,21160089,874,T.I. ATL ,root T.I. ATL 
Sylvester Stallone,The Specialist ,5.4,13000,57362581,0,SylvesterStallone TheSpecialist ,root SylvesterStallone TheSpecialist 
Sylvester Stallone,Tango & Cash ,6.3,13000,63408614,0,SylvesterStallone Tango&Cash ,root SylvesterStallone Tango&Cash 
Sylvester Stallone,Spy Kids 3-D: Game Over ,4.1,13000,111760631,681,SylvesterStallone SpyKids3-D:GameOver ,root SylvesterStallone SpyKids3-D:GameOver 
Sylvester Stallone,Rocky Balboa ,7.2,13000,70269171,0,SylvesterStallone RockyBalboa ,root SylvesterStallone RockyBalboa 
Sylvester Stallone,Rocky ,8.1,13000,117235247,0,SylvesterStallone Rocky ,root SylvesterStallone Rocky 
Sylvester Stallone,Rambo: First Blood Part II ,6.4,13000,150415432,0,SylvesterStallone Rambo:FirstBloodPartII ,root SylvesterStallone Rambo:FirstBloodPartII 
Sylvester Stallone,Rambo III ,5.7,13000,53715611,2000,SylvesterStallone RamboIII ,root SylvesterStallone RamboIII 
Sylvester Stallone,Get Carter ,5.1,13000,14967182,604,SylvesterStallone GetCarter ,root SylvesterStallone GetCarter 
Sylvester Stallone,Escape Plan ,6.7,13000,25121291,34000,SylvesterStallone EscapePlan ,root SylvesterStallone EscapePlan 
Sylvester Stallone,Driven ,4.5,13000,32616869,886,SylvesterStallone Driven ,root SylvesterStallone Driven 
Sylvester Stallone,Daylight ,5.8,13000,32885565,0,SylvesterStallone Daylight ,root SylvesterStallone Daylight 
Sylvester Stallone,Creed ,7.7,13000,109712885,70000,SylvesterStallone Creed ,root SylvesterStallone Creed 
Sylvester Stallone,Cliffhanger ,6.4,13000,84049211,0,SylvesterStallone Cliffhanger ,root SylvesterStallone Cliffhanger 
